time,TS_0cm,TS_5cm,TS_10cm,TS_15cm,TS_20cm,TS_40cm,TS_80cm,TS_160cm,TS_320cm
2023-06-14T15:00:00.0,39.7,30.8,29.3,27.9,26.6,26.3,24.8,21.5,18.9
2023-06-14T16:00:00.0,42.2,30.4,29.3,28.1,26.9,26.4,24.8,21.5,18.9
2023-06-14T17:00:00.0,34.8,30.1,29.2,28.2,27.1,26.4,24.8,21.5,18.9
2023-06-14T18:00:00.0,31.3,29.5,29.0,28.2,27.2,26.5,24.8,21.5,18.9
2023-06-14T19:00:00.0,27.5,28.8,28.8,28.2,27.3,26.6,24.8,21.5,18.9
2023-06-14T20:00:00.0,25.4,28.3,28.4,28.0,27.3,26.7,24.8,21.5,18.9
2023-06-14T21:00:00.0,24.6,27.7,28.1,27.9,27.3,26.7,24.8,21.5,18.9
2023-06-14T22:00:00.0,24.4,27.3,27.8,27.7,27.2,26.8,24.8,21.5,18.9
2023-06-14T23:00:00.0,23.8,26.9,27.5,27.5,27.1,26.8,24.7,21.5,18.9
2023-06-15T00:00:00.0,23.3,26.6,27.2,27.3,27.1,26.9,24.7,21.5,18.9
